"","market_cap_intra_day_5","enterprise_value_3","trailing_p_e","forward_p_e_1","peg_ratio_5_yr_expected_1","price_sales_ttm","price_book_mrq","enterprise_value_revenue_3","enterprise_value_ebitda_6","beta_5y_monthly","x52_week_change_3","s_p500_52_week_change_3","x52_week_high_3","x52_week_low_3","x50_day_moving_average_3","x200_day_moving_average_3","avg_vol_3_month_3","avg_vol_10_day_3","shares_outstanding_5","float","percent_held_by_insiders_1","percent_held_by_institutions_1","shares_short_4","short_ratio_4","short_percent_of_float_4","short_percent_of_shares_outstanding_4","shares_short_prior_month_4","forward_annual_dividend_rate_4","forward_annual_dividend_yield_4","trailing_annual_dividend_rate_3","trailing_annual_dividend_yield_3","x5_year_average_dividend_yield_4","payout_ratio_4","dividend_date_3","ex_dividend_date_4","last_split_factor_2","last_split_date_3","profit_margin","operating_margin_ttm","return_on_assets_ttm","return_on_equity_ttm","revenue_ttm","revenue_per_share_ttm","quarterly_revenue_growth_yoy","gross_profit_ttm","ebitda","net_income_avi_to_common_ttm","diluted_eps_ttm","quarterly_earnings_growth_yoy","total_cash_mrq","total_cash_per_share_mrq","total_debt_mrq","total_debt_equity_mrq","current_ratio_mrq","book_value_per_share_mrq","operating_cash_flow_ttm","levered_free_cash_flow_ttm","Code"
"346","162.43M","167.33M","N/A","N/A","N/A","1,006.11","6.50","1,036.50","-235.60","3.37","N/A","N/A","0.0790","0.0010","0.0378","0.0134","19.85M","2.82M","6.25B","280.5M","95.70%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","31 Aug 2009","0.00%","-455.97%","-2.64%","-4.68%","161.44k","0.00","590.80%","86.25k","-710.25k","-801.05k","-0.0000","N/A","7.68M","0","90.71k","0.41","22.95","0.00","-1.04M","-1.89M","LCY.AX"
"347","334.78M","276.5M","N/A","N/A","N/A","7,607.43","6.94","6,283.14","-219.38","0.06","N/A","N/A","0.2150","0.0530","0.1165","0.1293","2.46M","2.27M","2.68B","169.88M","61.31%","1.80%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","08 Jun 2006","0.00%","-2,965.36%","-2.78%","-0.90%","44.01k","0.00","-30.20%","N/A","-1.26M","-255.5k","-0.0000","N/A","26.54M","0.01","45.03k","0.10","24.41","0.02","-56.39k","-2.06M","LEG.AX"
"348","134.88M","142.04M","N/A","N/A","N/A","2,122.22","2.60","2,234.76","-33.50","1.46","N/A","N/A","0.0370","0.0050","0.0188","0.0103","43.17M","55.29M","5.19B","4.11B","25.19%","0.69%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.02","88.00%","N/A","0.00%","N/A","N/A","1:30","12 Aug 2014","0.00%","-10,658.89%","-7.37%","-20.70%","63.56k","0.00","7.50%","N/A","-4.24M","-10.12M","-0.0020","N/A","4.79M","0","5.22M","8.81","1.11","0.01","-4.68M","-10.13M","LPD.AX"
"349","4.6M","3.71M","N/A","N/A","N/A","116.67","0.57","94.11","-5.85","1.19","N/A","N/A","0.0090","0.0030","0.0080","0.0076","N/A","N/A","574.98M","168.46M","70.70%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","26 May 2009","0.00%","-2,221.58%","-6.38%","-10.20%","39.42k","0.00","N/A","39.42k","-634.08k","-861.88k","-0.0010","N/A","889.54k","0","N/A","N/A","6.31","0.01","-633.07k","-472.63k","LML.AX"
"350","16.46M","13.27M","N/A","N/A","N/A","282.22","5.75","227.52","-9.90","0.95","N/A","N/A","0.0400","0.0090","0.0237","0.0199","2.45M","5.42M","715.67M","337.93M","43.09%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","29 Nov 2016","0.00%","-3,190.01%","-61.15%","-114.53%","58.33k","0.00","8,053.30%","58.33k","-1.34M","-1.8M","-0.0030","N/A","614.1k","0","10.79k","0.43","5.29","0.00","-1.15M","-1.53M","LIN.AX"
"351","200.66M","107.97M","N/A","N/A","N/A","535.98","3.41","288.41","-12.99","1.31","N/A","N/A","0.2100","0.0320","0.0995","0.0654","10.55M","17.35M","891.83M","702.74M","12.20%","0.76%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","3:2","26 Apr 2016","0.00%","-3,051.71%","-25.08%","-33.32%","374.38k","0.00","N/A","-355.81k","-8.31M","-8.53M","-0.0150","N/A","3.87M","0","1.04M","4.24","1.85","0.04","-4.35M","-6.12M","LIT.AX"
"352","95.91M","76.84M","N/A","N/A","N/A","-26.64","2.30","-21.34","-25.16","1.66","N/A","N/A","0.3875","0.1050","0.2631","0.2148","1.26M","2.57M","299.71M","166.96M","24.24%","16.43%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","85.12%","-4.48%","-30.80%","-3.6M","-0.01","N/A","N/A","-3.05M","-12.97M","-0.0490","N/A","7.14M","0.03","N/A","N/A","22.00","0.14","-1.92M","-2.28M","LPI.AX"
"353","70.51M","42.04M","N/A","N/A","N/A","3,270.35","2.46","1,949.86","-11.77","N/A","N/A","N/A","0.2300","0.0150","0.1295","0.1272","5.75M","7.34M","470.04M","213.52M","16.53%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:40","25 Sep 2019","0.00%","-16,578.07%","N/A","N/A","21.56k","0.00","7,755.40%","N/A","-3.57M","-4.33M","-0.0020","N/A","946.51k","0","180k","1.14","0.77","0.06","-2.83M","N/A","LCL.AX"
"354","100.85M","103.85M","N/A","N/A","N/A","919.59","16.67","946.92","-27.08","2.66","N/A","N/A","0.1800","0.0170","0.1356","0.1027","2.18M","4.89M","819.8M","448.95M","27.38%","27.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:28","07 May 2019","0.00%","-15,155.52%","-22.07%","-173.03%","109.67k","0.00","408.30%","109.67k","-3.83M","-16.57M","-0.0460","N/A","16.5M","0.02","11.76M","154.55","5.96","0.01","-3.85M","-1.41M","LOT.AX"
"355","57.2M","63.72M","N/A","N/A","N/A","4.23","0.72","4.72","-28.73","-0.02","N/A","N/A","0.1500","0.0420","0.0621","0.0626","1.84M","1.48M","805.65M","453M","35.33%","0.18%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:30","23 May 2014","-126.35%","-31.60%","-2.82%","-25.56%","13.51M","0.03","-28.20%","-92k","-2.22M","-17.07M","-0.0330","N/A","4.46M","0.01","24.04M","38.69","0.85","0.10","-2.94M","-4.46M","LOM.AX"
"356","4.86B","3.87B","N/A","N/A","N/A","15.92","7.27","12.68","2,481.70","0.93","N/A","N/A","5.69","1.02","4.41","3.19","8.39M","10.23M","901.08M","678.24M","3.00%","41.56%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","30 Nov 2017","-6.36%","-4.43%","-0.93%","-3.68%","305.11M","0.44","-32.00%","47.77M","1.56M","-19.39M","-0.03","N/A","101.73M","0.14","201.96M","38.96","1.88","0.74","32.07M","14.33M","LYC.AX"
"357","487.85M","435.26M","N/A","N/A","N/A","0.61","1.19","0.55","11.96","1.33","N/A","N/A","1.5150","0.4870","1.3088","1.0097","1.32M","939.98k","360.04M","219.89M","16.35%","14.33%","N/A","N/A","N/A","N/A","N/A","0.05","3.64%","0.05","3.69%","6.09","423.72%","N/A","03 Sep 2020","N/A","N/A","-2.25%","1.41%","1.15%","1.12%","795.76M","2.97","N/A","47.76M","36.39M","3.17M","-0.0660","N/A","119.49M","0.45","188.07M","60.74","1.52","1.14","116.63M","87.42M","MLD.AX"
"358","560.3M","615.99M","8.67","N/A","N/A","0.41","1.09","0.45","3.58","1.25","N/A","N/A","0.3050","0.1400","0.2641","0.2563","1.28M","283.45k","2.15B","1.02B","49.49%","10.41%","N/A","N/A","N/A","N/A","N/A","0.01","2.26%","0.01","2.26%","N/A","25.08%","N/A","14 Oct 2020","1:1","15 May 2009","4.70%","5.71%","5.63%","13.74%","1.38B","0.66","23.70%","807.45M","172.1M","64.95M","0.0300","59.90%","141.84M","0.07","202.75M","40.73","1.50","0.24","193.69M","92.21M","MAH.AX"
"359","27.19M","20.12M","N/A","N/A","N/A","N/A","4.56","N/A","-4.49","1.18","N/A","N/A","0.4600","0.1350","0.1641","0.2054","188.8k","247.21k","175.42M","69M","61.24%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-67.72%","-123.21%","N/A","N/A","N/A","N/A","-4.48M","-4.32M","-0.0300","N/A","4.23M","0.02","115.52k","1.99","12.53","0.03","-2.99M","-1.7M","MAG.AX"
"360","311.29M","299.69M","N/A","N/A","N/A","108,689.34","75.79","104,639.45","-64.56","1.47","N/A","N/A","1.7050","0.3500","1.2519","1.2936","41.21k","43.71k","216.17M","66.27M","68.58%","0.13%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-163,048.11%","-60.76%","-102.49%","2.86k","0.00","59.80%","2.86k","-4.64M","-4.63M","-0.0230","N/A","4.06M","0.02","14.71k","0.36","12.66","0.02","-952.88k","-5.47M","MAU.AX"
"361","189.53M","204.69M","N/A","N/A","N/A","9,551.31","9.83","10,315.34","-25.42","0.92","N/A","N/A","0.4250","0.0470","0.2045","0.1971","5.23M","33.31M","730.01M","474.22M","26.54%","5.28%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-40,791.48%","-19.51%","-30.34%","19.84k","0.00","N/A","19.84k","-8.05M","-6.98M","-0.0110","N/A","719.62k","0","490.65k","1.99","0.73","0.03","-5.23M","-1.98M","MNS.AX"
"362","27.73M","22.28M","N/A","N/A","N/A","225.73","9.25","181.36","-25.34","0.46","N/A","N/A","0.0830","0.0300","0.0622","0.0482","536.53k","922.44k","374.76M","206.24M","43.77%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","25 Nov 1997","-170.91%","-739.66%","-21.85%","-27.31%","122.86k","0.00","-2.50%","126.06k","-879.24k","-209.97k","-0.0010","N/A","98.21k","0","142.19k","6.42","0.98","0.01","-1.18M","-1.72M","MGU.AX"
"363","11.87M","11.29M","N/A","N/A","N/A","183.40","1.81","174.54","-16.32","1.76","N/A","N/A","0.1700","0.0270","0.1102","0.1152","1.19M","469.54k","256.45M","92.81M","21.73%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-2,645.98%","-15.64%","-26.67%","64.7k","0.00","544.40%","N/A","-692.08k","-1.65M","-0.0170","N/A","645.71k","0.01","72.85k","1.11","3.58","0.06","-633.71k","-4.02M","MKG.AX"
"364","15.25M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.3450","0.2400","N/A","N/A","N/A","N/A","60.98M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","M24.AX"
"365","28.46M","20.58M","N/A","N/A","N/A","N/A","5.93","N/A","N/A","1.87","N/A","N/A","0.1300","0.0090","0.0844","0.0680","2.61M","2.16M","342.92M","185.08M","35.32%","3.06%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","06 Jun 2019","0.00%","0.00%","-20.44%","-46.91%","N/A","N/A","N/A","N/A","N/A","-788.93k","-0.0030","N/A","3.31M","0.01","N/A","N/A","29.28","0.01","-687.78k","-1.08M","MAN.AX"
"366","82.77M","68.99M","7.16","N/A","N/A","0.28","1.09","0.23","2.77","0.78","N/A","N/A","1.1100","0.4400","0.7136","0.7819","90.59k","86.86k","106.12M","53.04M","48.14%","0.02%","N/A","N/A","N/A","N/A","N/A","0.08","10.26%","0.06","7.50%","N/A","36.70%","N/A","24 Sep 2020","N/A","N/A","3.94%","5.81%","9.28%","16.87%","293.46M","2.79","N/A","256.16M","24.92M","11.56M","0.1090","N/A","25.36M","0.25","14.04M","19.00","1.59","0.72","30.83M","18.27M","MYE.AX"
"367","63.2M","55.77M","N/A","N/A","N/A","6,320.38","2.10","5,577.05","-22.52","1.34","N/A","N/A","0.5500","0.0950","0.3336","0.3988","456.98k","723.65k","170.82M","130.77M","28.20%","7.67%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-24,955.59%","-9.92%","-17.25%","10k","0.00","-40.40%","10k","-2.48M","-2.49M","-0.0230","N/A","2.36M","0.01","N/A","N/A","8.93","0.18","-1.56M","-7.12M","MZZ.AX"
"368","26.03M","24.66M","N/A","N/A","N/A","2.33","1.41","2.21","-38.21","0.53","N/A","N/A","0.1850","0.0740","0.1065","0.1317","275.84k","194.29k","271.15M","185.3M","25.06%","0.48%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","30 May 2016","11:10","27 Nov 2017","-46.91%","-37.14%","-10.56%","-36.54%","11.16M","0.05","3,158.20%","2.29M","-645.33k","-5.24M","-0.0250","N/A","1.8M","0.01","4.13M","26.78","0.79","0.07","1.42M","-5.99M","MAT.AX"
"369","16.44M","11.83M","4.50","N/A","N/A","258.36","3.14","185.80","-18.77","1.67","N/A","N/A","0.2250","0.0246","0.1505","0.1397","1M","1.15M","121.81M","68.41M","30.29%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:115","12 Dec 2018","1,967.63%","-1,054.15%","-7.70%","-32.51%","63.65k","0.00","1,166.40%","N/A","-629.9k","-771.32k","0.0300","N/A","801.11k","0.01","N/A","N/A","3.13","0.04","-2.5M","-2.54M","MXR.AX"
"370","54.6M","47.46M","N/A","N/A","N/A","321.21","1.30","279.20","-14.82","0.36","N/A","N/A","0.6500","0.1500","0.3378","0.4172","34.91k","63.03k","195.01M","91.09M","57.87%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.03","8.77%","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-2,028.36%","-5.90%","-10.63%","169.99k","0.00","97.40%","169.99k","-3.2M","-3.72M","-0.0220","N/A","2.99M","0.02","N/A","N/A","3.81","0.22","-3.18M","-7.21M","MRL.AX"
"371","175.65M","140.3M","5.00","N/A","N/A","1.19","1.11","0.95","2.27","0.97","N/A","N/A","1.0650","0.4000","0.7833","0.8218","211.81k","344.3k","207.87M","162.18M","6.27%","40.35%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","10 Sep 2012","1:1","15 Mar 2010","23.94%","26.07%","14.06%","25.08%","147.83M","0.71","2.30%","62.24M","61.76M","35.38M","0.1690","-61.00%","38.85M","0.19","7.72M","4.87","2.88","0.76","56.77M","14.74M","MML.AX"
"372","12.87M","5.06M","N/A","N/A","N/A","N/A","7.83","N/A","N/A","N/A","N/A","N/A","0.2850","0.1500","0.1903","0.1936","173.25k","187.77k","71.5M","16.8M","76.35%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-2.1M","-0.1520","N/A","430.46k","0.01","N/A","N/A","13.77","0.02","-842.41k","N/A","MEG.AX"
"373","N/A","18.32M","N/A","N/A","N/A","N/A","1.60","1,655.42","-49.53","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.18B","652.7M","53.74%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","-11,386.06%","-7.89%","-13.65%","11.07k","0.00","-79.50%","11.07k","-369.98k","-1.33M","-0.0020","N/A","628.3k","0","N/A","N/A","32.06","0.01","-424.95k","-6.99M","MBK.AX"
"374","9.21M","2.55M","N/A","N/A","N/A","1,403.18","9.29","387.86","N/A","N/A","N/A","N/A","0.3200","0.1750","0.2390","0.2419","897.67k","536.59k","47.25M","7.54M","44.74%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","-13,999.73%","-189.57%","-352.60%","6.57k","0.00","N/A","N/A","N/A","-912.24k","-0.0760","N/A","N/A","N/A","N/A","N/A","1.96","0.02","-337.39k","9.07k","MHK.AX"
"375","25.16M","30.25M","N/A","N/A","N/A","44.07","9.00","52.99","-46.87","1.89","N/A","N/A","0.0450","0.0020","0.0180","0.0214","4.76M","3.59M","1.74B","1.49B","15.80%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:2","06 Jul 2015","-223.28%","-134.91%","-11.65%","-44.17%","570.88k","0.00","277.90%","414.76k","-645.33k","-1.27M","-0.0020","N/A","1.11M","0","N/A","N/A","3.63","0.00","-711.73k","-172.25k","MCT.AX"
"376","13.6M","11.46M","N/A","N/A","N/A","117.77","2.80","99.22","-7.94","1.21","N/A","N/A","0.0500","0.0070","0.0395","0.0258","719.03k","442.28k","323.89M","169.35M","42.65%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,401.16%","-17.95%","-9.99%","115.51k","0.00","-31.40%","115.51k","-1.44M","-521.34k","-0.0020","N/A","2.8M","0.01","N/A","N/A","8.56","0.01","-1.55M","-1.42M","MLM.AX"
"377","6.41M","10.3M","N/A","N/A","N/A","3,887.70","0.67","6,244.01","-14.41","0.22","N/A","N/A","0.0040","0.0010","0.0020","0.0022","11.48M","13.66M","3.65B","2.86B","20.98%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-128,188.18%","-15.02%","-17.90%","1.65k","0.00","-54.40%","1.65k","-715.14k","-1.52M","-0.0000","N/A","566.53k","0","N/A","N/A","2.79","0.00","188.48k","-804.82k","MLS.AX"
"378","181.45M","189.33M","N/A","N/A","N/A","1.26","3.51","1.32","-5.42","1.33","N/A","N/A","0.2050","0.0430","0.1392","0.0952","2.77M","4.61M","907.27M","458.36M","23.75%","37.57%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.01","5.41%","N/A","0.00%","N/A","06 Sep 2017","1:4","28 Nov 2014","-56.01%","-53.47%","-28.50%","-104.76%","143.45M","0.17","-69.30%","-49.13M","-34.92M","-80.34M","-0.0950","N/A","14.1M","0.02","35.58M","68.69","0.97","0.06","-21.04M","-25.27M","MLX.AX"
"379","26.38M","24.56M","N/A","N/A","N/A","3,022.71","4.86","2,814.00","-11.21","2.35","N/A","N/A","0.2900","0.0320","0.2053","0.1972","819.6k","535.99k","146.57M","89.11M","38.32%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-52,606.88%","-37.74%","-76.03%","8.73k","0.00","68.40%","N/A","-2.19M","-4.7M","-0.0400","N/A","1.03M","0.01","674.76k","14.30","0.86","0.04","-2M","1.74M","MTC.AX"
"380","84.13M","77.55M","N/A","N/A","N/A","4,948.67","12.80","4,561.76","-10.87","1.09","N/A","N/A","0.0830","0.0070","0.0720","0.0570","5.04M","4.8M","1.31B","953.64M","23.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-42,025.20%","-93.77%","-160.30%","17k","0.00","N/A","17k","-7.14M","-7.15M","-0.0070","N/A","6.51M","0","N/A","N/A","29.45","0.00","-5.76M","-4.6M","MEI.AX"
"381","91.75M","117.21M","13.20","N/A","N/A","0.42","0.71","0.54","4.32","0.81","N/A","N/A","0.1500","0.0560","0.0649","0.0696","1.91M","8.01M","1.39B","710.28M","53.00%","17.54%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","20 Jan 2014","3.27%","9.47%","5.94%","5.68%","216.92M","0.16","37.00%","28.44M","27.11M","7.09M","0.0050","N/A","28.32M","0.02","53.77M","41.72","1.58","0.09","37.42M","27.46M","MMI.AX"
"382","35.29M","20.49M","N/A","N/A","N/A","2,391.46","4.08","1,388.55","-6.15","0.55","N/A","N/A","0.5980","0.0920","0.3348","0.3833","288.84k","385.68k","121.68M","55.76M","38.84%","5.97%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:23","09 Dec 2020","0.00%","-22,644.74%","-31.00%","-64.81%","14.76k","0.00","-89.50%","14.76k","-3.33M","-3.17M","-0.0530","N/A","5.19M","0.06","96.98k","1.47","5.87","0.07","-2.6M","-1.11M","MDI.AX"
"383","74.67M","117.69M","N/A","N/A","N/A","0.28","0.58","0.44","10.27","0.65","N/A","N/A","1.7400","0.7000","0.8675","0.9461","51.66k","39.73k","87.34M","35.83M","48.69%","8.08%","N/A","N/A","N/A","N/A","N/A","0.18","19.35%","0.09","10.29%","N/A","N/A","N/A","05 Sep 2019","N/A","N/A","-4.55%","-0.62%","-0.38%","-8.60%","264.25M","3.03","-14.30%","97.37M","11.46M","-12.02M","-0.1400","N/A","11.05M","0.13","50.48M","38.79","1.32","1.47","11.1M","13.39M","MWY.AX"
"384","36.23M","26.96M","N/A","N/A","N/A","2,168.73","49.00","1,613.92","-17.15","0.73","N/A","N/A","0.1150","0.0200","0.0557","0.0424","2.73M","9.62M","369.66M","221.07M","20.18%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","11 Nov 2020","0.00%","-9,494.78%","-64.93%","-115.53%","16.7k","0.00","N/A","N/A","-1.57M","-1.57M","-0.0060","N/A","748.46k","0","N/A","N/A","3.79","0.00","-1.49M","-912.32k","MNB.AX"
"385","436.18M","344.03M","N/A","N/A","N/A","3,137.99","3.93","2,475.03","-28.16","0.72","N/A","N/A","1.2200","0.3750","1.1264","0.9366","827.54k","1.51M","431.86M","314.57M","32.26%","0.49%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.02","1.97%","N/A","0.00%","N/A","19 Feb 2015","105:100","29 Dec 2000","0.00%","-10,678.42%","-8.87%","-14.79%","139k","0.00","-99.70%","2.18M","-12.22M","-13M","-0.0340","N/A","92.48M","0.21","334k","0.30","19.20","0.26","-14.26M","-12.43M","MCR.AX"
"386","N/A","3.08M","N/A","N/A","N/A","N/A","3.00","341,788.94","-5.26","0.11","N/A","N/A","0.0030","0.0030","0.0030","0.0030","N/A","N/A","N/A","513.68M","88.34%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","28 Jan 2010","0.00%","-6,512,355.47%","-15.13%","-51.13%","9","0.00","-92.30%","9","-584.8k","-586.11k","-0.0010","N/A","178.78k","0","N/A","N/A","0.13","0.00","-232.61k","-91.21k","MDX.AX"
"387","177.93M","176.12M","26.00","N/A","N/A","3.66","3.79","3.62","12.26","0.85","N/A","N/A","0.4900","0.1300","0.3877","0.3255","93.76k","206.39k","456.24M","134.93M","70.90%","7.85%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00","1.00%","N/A","25.46%","N/A","04 Sep 2019","1:1","06 Jul 2009","13.28%","21.26%","7.20%","14.66%","48.65M","0.12","-43.10%","17.19M","14.37M","6.89M","0.0150","-19.60%","7.27M","0.02","5.79M","12.29","1.33","0.10","520k","106.91k","MRC.AX"
"388","6.96B","7.05B","10.89","N/A","N/A","2.61","2.63","2.64","6.62","1.24","N/A","N/A","41.19","12.11","37.05","29.88","905.79k","734.12k","188.6M","163M","16.60%","24.75%","N/A","N/A","N/A","N/A","N/A","1.77","4.80%","1.77","4.91%","3.31","29.57%","N/A","16 Feb 2021","N/A","N/A","23.92%","34.52%","12.74%","26.11%","2.67B","14.15","55.10%","1.79B","1.07B","638.3M","3.39","-41.30%","1.11B","5.91","1.19B","44.45","2.54","14.04","617.7M","-143.61M","MIN.AX"
"389","77.41M","58.96M","N/A","N/A","N/A","840.23","8.16","639.95","-27.68","2.32","N/A","N/A","0.2400","0.0220","0.1641","0.1029","4.63M","1.66M","499.4M","275.3M","22.67%","2.91%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-5,646.03%","-26.04%","-38.58%","92.13k","0.00","-89.30%","-276.84k","-2.13M","-3.12M","-0.0090","N/A","2.42M","0.01","2.16M","30.42","1.22","0.02","-1.18M","-5.06M","MEP.AX"
"390","5.17M","4.91M","N/A","N/A","N/A","413.94","0.83","393.03","-5.18","-0.05","N/A","N/A","0.0540","0.0050","0.0233","0.0250","2.28M","8.62M","471.14M","165.2M","50.33%","0.46%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-7,602.87%","-9.48%","-15.43%","12.5k","0.00","21.90%","12.5k","-947.84k","-948.1k","-0.0070","N/A","516.34k","0","47.98k","0.78","5.27","0.03","-964.98k","-612.84k","MRR.AX"
"391","13.77M","2.34M","N/A","N/A","N/A","N/A","7.58","N/A","N/A","N/A","N/A","N/A","0.5600","0.2100","0.2991","0.3267","199.43k","298.87k","55.06M","N/A","36.01%","0.88%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-206.75k","-2.0980","N/A","N/A","N/A","N/A","N/A","10.56","0.03","-90.36k","N/A","M2R.AX"
"392","90.65M","123.56M","11.97","N/A","N/A","0.52","1.58","0.70","4.06","1.32","N/A","N/A","0.6700","0.2600","0.5411","0.5348","203.96k","102.64k","199.24M","95.37M","45.37%","6.84%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","29 Jun 2020","1:10","07 Feb 2020","4.10%","4.91%","5.08%","15.16%","175.55M","0.93","80.20%","67.45M","30.43M","7.2M","0.0380","-48.30%","11.96M","0.06","43.87M","76.34","1.18","0.29","31.15M","4.21M","MSV.AX"
"393","36.62M","32.11M","N/A","N/A","N/A","393.72","2.75","345.16","-14.85","2.62","N/A","N/A","0.0560","0.0040","0.0220","0.0301","7.49M","21.5M","2.09B","711.83M","59.09%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","17 Nov 2017","0.00%","-3,570.37%","-25.04%","-40.64%","93.01k","0.00","-14.10%","-405.08k","-2.16M","-3.3M","-0.0060","N/A","1.19M","0","N/A","N/A","5.56","0.01","-599.89k","-698.84k","MTH.AX"
